time,date,close,open,high,low
964386000.0,24.07.2000,17128.33,16959.35,17385.7,16869.66
964472400.0,25.07.2000,17293.63,17128.33,17373.94,16963.52
964558800.0,26.07.2000,17046.08,17293.63,17432.41,16903.12
964645200.0,27.07.2000,17014.35,17046.08,17083.51,16605.92
964731600.0,28.07.2000,17510.52,17014.35,17510.52,16937.94
964990800.0,31.07.2000,17205.93,17510.52,17627.02,17029.07
965077200.0,01.08.2000,17487.94,17205.93,17487.94,17126.82
965163600.0,02.08.2000,17458.1,17487.94,17735.75,17305.78
965250000.0,03.08.2000,17343.65,17458.1,17531.7,17098.93
965336400.0,04.08.2000,16997.54,17343.65,17625.14,16836.06
965595600.0,07.08.2000,16640.36,16997.54,16997.54,16468.59
965682000.0,08.08.2000,16360.87,16640.36,16660.06,15963.43
965768400.0,09.08.2000,15874.39,16360.87,16376.43,15778.05
965854800.0,10.08.2000,15911.72,15874.39,16022.48,15587.59
965941200.0,11.08.2000,16428.07,15911.72,16450.32,15328.72
966200400.0,14.08.2000,16794.3,16428.07,16909.44,16292.24
966286800.0,15.08.2000,15985.82,16794.3,16894.94,15829.63
966373200.0,16.08.2000,15984.24,15985.82,16262.51,15769.5
966459600.0,17.08.2000,15943.64,15984.24,16078.57,15773.29
966546000.0,18.08.2000,16248.9,15943.64,16285.05,15880.86
966805200.0,21.08.2000,15689.11,16248.9,16357.08,15594.56
966891600.0,22.08.2000,15661.91,15689.11,15689.11,15173.88
966978000.0,23.08.2000,16287.89,15661.91,16287.89,15661.91
967064400.0,24.08.2000,16205.58,16287.89,16486.61,16089.96
967150800.0,25.08.2000,16032.05,16205.58,16284.25,15916.57
967410000.0,28.08.2000,15883.62,16032.05,16109.61,15796.85
967496400.0,29.08.2000,16369.54,15883.62,16445.03,15883.62
967669200.0,31.08.2000,16120.73,16369.54,16565.96,15845.56
967755600.0,01.09.2000,16014.54,16120.73,16185.34,15894.11
968014800.0,04.09.2000,16185.29,16014.54,16187.49,15914.03
968101200.0,05.09.2000,16218.26,16185.29,16294.11,15871.41
968187600.0,06.09.2000,15950.61,16218.26,16280.63,15781.24
968274000.0,07.09.2000,14974.29,15950.61,16010.42,14926.58
968360400.0,08.09.2000,14833.5,14974.29,15142.96,14502.24
968619600.0,11.09.2000,14055.14,14833.5,14930.62,13914.07
968706000.0,12.09.2000,14142.64,14055.14,14320.9,13456.77
968792400.0,13.09.2000,14319.56,14142.64,14626.52,14102.42
968878800.0,14.09.2000,13972.84,14319.56,14493.13,13746.68
968965200.0,15.09.2000,13934.25,13972.84,14062.49,13757.13
969224400.0,18.09.2000,13214.28,13934.25,13934.25,13060.64
969310800.0,19.09.2000,12589.75,13214.28,13246.12,12494.57
969397200.0,20.09.2000,13640.75,12589.75,13685.47,12589.75
969483600.0,21.09.2000,13932.91,13640.75,14218.97,13269.18
969570000.0,22.09.2000,13658.7,13932.91,13932.91,13285.3
969829200.0,25.09.2000,14210.65,13658.7,14233.12,13576.52
969915600.0,26.09.2000,13992.3,14210.65,14230.03,13567.37
970002000.0,27.09.2000,13912.16,13992.3,14110.12,13732.56
970088400.0,28.09.2000,13885.33,13912.16,14265.1,13785.03
970174800.0,29.09.2000,13949.39,13885.33,13990.53,13647.26
970434000.0,02.10.2000,14024.38,13949.39,14024.38,13637.03
970520400.0,03.10.2000,14224.66,14024.38,14225.54,13914.18
970606800.0,04.10.2000,14405.02,14224.66,14438.39,13931.62
970693200.0,05.10.2000,14469.59,14405.02,14683.01,14118.04
970779600.0,06.10.2000,15385.6,14469.59,15521.28,14374.8
971038800.0,09.10.2000,14880.8,15385.6,15640.57,14825.63
971125200.0,10.10.2000,16122.6,14880.8,16290.83,14880.8
971211600.0,11.10.2000,15954.37,16122.6,16633.51,15814.81
971298000.0,12.10.2000,16328.6,15954.37,16522.85,15954.01
971384400.0,13.10.2000,16205.01,16328.6,16328.6,15502.89
971643600.0,16.10.2000,17377.24,16205.01,17377.24,16205.01
971730000.0,17.10.2000,17145.09,17377.24,17394.83,16830.2
971816400.0,18.10.2000,16791.01,17145.09,17283.49,16623.25
971902800.0,19.10.2000,16825.83,16791.01,17080.3,16676.68
971989200.0,20.10.2000,16841.92,16825.83,17524.8,16635.84
972248400.0,23.10.2000,16277.84,16841.92,16841.92,16169.28
972334800.0,24.10.2000,16804.92,16277.84,16804.92,16145.1
972421200.0,25.10.2000,16465.99,16804.92,16974.4,16302.49
972507600.0,26.10.2000,16497.98,16465.99,16497.98,16091.03
972594000.0,27.10.2000,16335.24,16497.98,16761.62,16234.72
972853200.0,30.10.2000,16556.36,16335.24,16658.28,16300.25
972939600.0,31.10.2000,16830.16,16556.36,17009.66,16556.36
973026000.0,01.11.2000,17493.4,16830.16,17544.19,16830.16
973112400.0,02.11.2000,18108.35,17493.4,18108.35,17382.26
973198800.0,03.11.2000,18472.98,18163.75,18648.86,18039.82
973458000.0,06.11.2000,17810.9,18472.98,18472.98,17651.56
973544400.0,07.11.2000,17562.78,17810.9,17818.67,17214.97
973630800.0,08.11.2000,16769.67,17562.78,17641.9,16416.85
973717200.0,09.11.2000,16914.42,16769.67,17007.4,16436.08
973803600.0,10.11.2000,17040.67,16914.42,17285.97,16914.42
974062800.0,13.11.2000,16335.09,17040.67,17110.57,16278.83
974149200.0,14.11.2000,16415.87,16335.09,16811.43,15607.55
974235600.0,15.11.2000,16747.22,16415.87,16823.64,16190.53
974322000.0,16.11.2000,16269.52,16747.22,16781.08,16102.11
974408400.0,17.11.2000,15815.97,16269.52,16291.93,15654.03
974667600.0,20.11.2000,14686.41,15815.97,15815.97,14610.24
974754000.0,21.11.2000,14012.05,14686.41,15016.72,13892.14
974840400.0,22.11.2000,14365.05,14012.05,14484.71,12790.33
974926800.0,23.11.2000,13836.55,14365.05,14372.55,13644.03
975013200.0,24.11.2000,13336.58,13836.55,13893.02,13158.85
975272400.0,27.11.2000,13083.05,13336.58,13890.72,12962.02
975358800.0,28.11.2000,11945.05,13083.05,13106.09,11515.03
975445200.0,29.11.2000,11744.76,11945.05,12385.27,10917.77
975531600.0,30.11.2000,10787.6,11744.76,12105.53,10710.97
975618000.0,01.12.2000,9847.92,10787.6,11062.31,9605.5
975877200.0,04.12.2000,9182.41,9847.92,9974.51,8855.17
975963600.0,05.12.2000,10954.55,9182.41,10954.55,9182.41
976050000.0,06.12.2000,13041.47,10954.55,13041.47,10954.55
976136400.0,07.12.2000,11756.99,13041.47,13562.36,11642.41
976222800.0,08.12.2000,12417.57,11756.99,12417.57,11008.69
976482000.0,11.12.2000,12368.73,12417.57,12954.4,11929.03
976568400.0,12.12.2000,12196.24,12368.73,12395.23,11849.75
976654800.0,13.12.2000,11415.93,12196.24,12196.24,10768.99
976741200.0,14.12.2000,12062.43,11415.93,12187.96,11154.66
976827600.0,15.12.2000,11925.59,12062.43,12500.51,11888.12
977086800.0,18.12.2000,11646.61,11925.59,11925.59,11417.05
977173200.0,19.12.2000,11878.6,11646.61,12058.32,11426.92
977259600.0,20.12.2000,11660.5,11878.6,11878.6,11359.54
977346000.0,21.12.2000,11659.14,11660.5,11848.56,11415.81
977432400.0,22.12.2000,11909.71,11762.57,12021.76,11629.83
978382800.0,02.01.2001,11921.16,11909.71,12026.12,11723.22
978469200.0,03.01.2001,11439.02,11921.16,11921.16,11408.27
978555600.0,04.01.2001,12808.3,11439.02,12830.2,11439.02
978642000.0,05.01.2001,12584.1,12808.3,13031.33,12376.34
978901200.0,08.01.2001,13289.8,12584.1,13312.5,12360.47
978987600.0,09.01.2001,13684.44,13289.8,13722.75,13105.22
979074000.0,10.01.2001,14620.49,13684.44,14712.37,13684.44
979160400.0,11.01.2001,14241.11,14620.49,14789.65,14101.87
979246800.0,12.01.2001,13854.03,14241.11,14241.11,13696.66
979506000.0,15.01.2001,13165.03,13854.03,13854.03,13055.47
979592400.0,16.01.2001,13300.42,13165.03,13523.42,12939.48
979678800.0,17.01.2001,13881.47,13300.42,14055.1,13261.48
979765200.0,18.01.2001,13863.09,13881.47,14433.9,13481.6
979851600.0,19.01.2001,14504.29,13863.09,14567.56,13671.39
980110800.0,22.01.2001,14110.45,14504.29,14620.94,13992.88
980197200.0,23.01.2001,13846.84,14110.45,14110.45,13470.37
980283600.0,24.01.2001,13877.31,13846.84,14452.48,13608.86
980370000.0,25.01.2001,14042.3,13877.31,14106.31,13622.82
980456400.0,26.01.2001,13706.25,14042.3,14161.7,13617.6
980715600.0,29.01.2001,13585.24,13706.25,13706.25,13116.14
980802000.0,30.01.2001,13316.11,13585.24,13585.24,13178.21
980888400.0,31.01.2001,13677.95,13316.11,13677.95,13178.53
980974800.0,01.02.2001,13605.61,13677.95,13805.55,13417.86
981061200.0,02.02.2001,13478.54,13605.61,13946.36,13259.53
981320400.0,05.02.2001,12723.76,13478.54,13478.54,12630.73
981406800.0,06.02.2001,13039.3,12723.76,13132.12,12314.86
981493200.0,07.02.2001,12433.34,13039.3,13039.3,12413.41
981579600.0,08.02.2001,12364.88,12433.34,13084.41,12140.46
981666000.0,09.02.2001,12211.03,12364.88,12400.34,11831.7
981925200.0,12.02.2001,11626.3,12211.03,12211.03,11444.14
982011600.0,13.02.2001,12028.31,11626.3,12107.74,11543.3
982098000.0,14.02.2001,12765.77,12028.31,12846.59,12028.31
982184400.0,15.02.2001,12531.28,12765.77,12912.86,12320.46
982270800.0,16.02.2001,13065.16,12531.28,13137.63,12273.14
982530000.0,19.02.2001,11150.89,13065.16,13065.16,10931.23
982616400.0,20.02.2001,11278.58,11150.89,11590.43,10377.78
982702800.0,21.02.2001,9227.88,11278.58,11278.58,9205.55
982789200.0,22.02.2001,10177.91,9227.88,10776.87,8701.65
982875600.0,23.02.2001,10800.87,10177.91,10881.04,9978.94
983134800.0,26.02.2001,11466.96,10800.87,11827.88,10800.87
983221200.0,27.02.2001,11204.1,11466.96,11498.48,10851.77
983307600.0,28.02.2001,11355.65,11204.1,11362.91,10802.57
983394000.0,01.03.2001,12141.48,11355.65,12233.95,11355.65
983480400.0,02.03.2001,12243.52,12141.48,12539.22,11938.65
984344400.0,12.03.2001,11076.2,12243.52,12408.23,11001.44
984430800.0,13.03.2001,10824.05,11076.2,11076.2,10212.44
984517200.0,14.03.2001,10399.18,10824.05,10982.04,10335.48
984603600.0,15.03.2001,10887.03,10399.18,10887.03,10119.57
984690000.0,16.03.2001,11191.77,10887.03,11361.73,10769.92
984949200.0,19.03.2001,10856.19,11191.77,11551.98,10790.02
985035600.0,20.03.2001,11284.13,10856.19,11368.96,10856.19
985122000.0,21.03.2001,10952.04,11284.13,11438.85,10894.71
985208400.0,22.03.2001,10662.25,10952.04,10980.85,10465.05
985294800.0,23.03.2001,10619.43,10662.25,10797.66,10519.57
985554000.0,26.03.2001,10598.85,10619.43,10748.71,10493.71
985640400.0,27.03.2001,10129.49,10598.85,10598.85,10068.42
985726800.0,28.03.2001,9699.53,10129.49,10129.49,9219.91
985813200.0,29.03.2001,9073.53,9699.53,9699.53,8962.83
985899600.0,30.03.2001,10177.57,9073.53,10201.48,9073.53
986158800.0,02.04.2001,9964.39,10177.57,10285.35,9827.89
986245200.0,03.04.2001,9892.26,9964.39,10175.9,9728.02
986331600.0,04.04.2001,10295.18,9892.26,10423.42,9758.22
986418000.0,05.04.2001,10739.24,10295.18,10765.79,10168.18
986504400.0,06.04.2001,10455.43,10739.24,10857.23,10333.02
986763600.0,09.04.2001,10627.07,10455.43,10957.08,10401.29
986850000.0,10.04.2001,10577.65,10627.07,10706.15,10240.34
986936400.0,11.04.2001,11030.35,10577.65,11030.35,10577.65
987022800.0,12.04.2001,11503.78,11030.35,11584.13,10914.7
987109200.0,13.04.2001,11380.99,11503.78,11681.6,11286.76
987368400.0,16.04.2001,11908.11,11380.99,11971.15,11288.37
987454800.0,17.04.2001,11448.41,11908.11,11908.11,11199.59
987541200.0,18.04.2001,11420.63,11448.41,11700.38,11301.3
987627600.0,19.04.2001,11911.16,11420.63,11964.99,11420.63
987714000.0,20.04.2001,12177.18,11911.16,12237.36,11799.52
988059600.0,24.04.2001,12786.97,12177.18,12882.73,12177.18
988146000.0,25.04.2001,12785.91,12786.97,13197.74,12657.59
988232400.0,26.04.2001,13771.69,12785.91,13797.65,12610.24
988318800.0,27.04.2001,15799.09,13771.69,16068.04,13771.69
988578000.0,30.04.2001,15848.51,15799.09,16776.23,15455.16
988664400.0,01.05.2001,15421.55,15848.51,15970.7,15161.95
988750800.0,02.05.2001,15338.17,15421.55,15421.55,14896.02
988837200.0,03.05.2001,16429.1,15338.17,16579.71,15084.91
988923600.0,04.05.2001,16021.07,16429.1,17090.74,15855.99
989182800.0,07.05.2001,15579.58,16021.07,16683.22,15455.93
989269200.0,08.05.2001,16305.05,15579.58,16415.53,15440.22
989355600.0,09.05.2001,15709.2,16305.05,16305.05,15457.99
989442000.0,10.05.2001,15528.51,15709.2,16468.67,15355.43
989528400.0,11.05.2001,15058.08,15528.51,15528.51,14812.58
989787600.0,14.05.2001,15192.91,15058.08,15356.85,14713.0
989874000.0,15.05.2001,14764.97,15192.91,15459.29,14691.63
989960400.0,16.05.2001,15738.03,14764.97,15957.65,14764.97
990046800.0,17.05.2001,15828.59,15738.03,16306.61,15609.15
990133200.0,18.05.2001,16304.38,15828.59,16304.38,15521.47
990392400.0,21.05.2001,16105.74,16372.46,16488.89,15884.79
990478800.0,22.05.2001,16154.72,16105.74,16755.41,15891.09
990565200.0,23.05.2001,15378.66,16154.72,16221.5,15231.34
990651600.0,24.05.2001,14774.97,15378.66,15378.66,14662.94
990738000.0,25.05.2001,15232.73,14774.97,15232.73,14772.77
990997200.0,28.05.2001,14265.26,15232.73,15247.44,14178.83
991083600.0,29.05.2001,14096.68,14265.26,14722.07,13696.73
991170000.0,30.05.2001,13650.6,14096.68,14104.43,13524.41
991256400.0,31.05.2001,13939.59,13650.6,13996.74,12829.41
991342800.0,01.06.2001,14419.91,13939.59,14555.05,13939.59
