timestamp,open,high,low,close,volume
2020-07-31 18:04:00,122.6300,122.6300,122.6300,122.6300,288
2020-07-31 17:22:00,123.0000,123.0000,123.0000,123.0000,101
2020-07-31 17:00:00,123.1498,123.1498,123.1498,123.1498,200
2020-07-31 16:55:00,122.9400,122.9400,122.9400,122.9400,15461
2020-07-31 16:51:00,122.9900,122.9900,122.9900,122.9900,401
2020-07-31 16:50:00,122.9898,122.9898,122.9898,122.9898,200
2020-07-31 16:49:00,122.9900,122.9900,122.9900,122.9900,200
2020-07-31 16:35:00,122.5101,122.5101,122.5101,122.5101,102
2020-07-31 16:01:00,122.9400,122.9400,122.9400,122.9400,74800
2020-07-31 16:00:00,122.7000,122.9900,122.7000,122.9300,123703
2020-07-31 15:59:00,122.6900,122.7200,122.6700,122.7000,32027
2020-07-31 15:58:00,122.6700,122.7000,122.6400,122.6800,28627
2020-07-31 15:57:00,122.6600,122.6700,122.6250,122.6611,28605
2020-07-31 15:56:00,122.5800,122.6800,122.5800,122.6600,23319
2020-07-31 15:55:00,122.5200,122.6200,122.5100,122.5900,24743
2020-07-31 15:54:00,122.5000,122.5700,122.4450,122.5300,29653
2020-07-31 15:53:00,122.3700,122.5100,122.3700,122.4900,19514
2020-07-31 15:52:00,122.5000,122.5000,122.3700,122.3900,17448
2020-07-31 15:51:00,122.5100,122.5600,122.3600,122.4800,32516
2020-07-31 15:50:00,122.3800,122.5400,122.3800,122.5100,23948
2020-07-31 15:49:00,122.4000,122.4400,122.3300,122.3800,17393
2020-07-31 15:48:00,122.4300,122.4400,122.3900,122.4200,23029
2020-07-31 15:47:00,122.4700,122.4800,122.4050,122.4400,21275
2020-07-31 15:46:00,122.1300,122.4700,122.1300,122.4520,27020
2020-07-31 15:45:00,122.0750,122.1900,122.0700,122.1300,22068
2020-07-31 15:44:00,122.1000,122.1300,122.0400,122.0900,17834
2020-07-31 15:43:00,122.1300,122.1500,122.0700,122.1000,25099
2020-07-31 15:42:00,122.1450,122.2200,122.1322,122.1400,14701
2020-07-31 15:41:00,122.0700,122.1500,122.0500,122.1500,10146
2020-07-31 15:40:00,122.1985,122.2200,122.0800,122.0800,16143
2020-07-31 15:39:00,122.2100,122.2300,122.1800,122.2000,9198
2020-07-31 15:38:00,122.3300,122.3500,122.2200,122.2200,13402
2020-07-31 15:37:00,122.2900,122.3500,122.2800,122.3400,8851
2020-07-31 15:36:00,122.2250,122.3250,122.2200,122.2878,12816
2020-07-31 15:35:00,122.2500,122.2700,122.2100,122.2200,13889
2020-07-31 15:34:00,122.3000,122.3200,122.2200,122.2400,11151
2020-07-31 15:33:00,122.2100,122.3400,122.2100,122.2950,18298
2020-07-31 15:32:00,122.2650,122.3100,122.2100,122.2268,16482
2020-07-31 15:31:00,122.3000,122.3300,122.2450,122.2600,5169
2020-07-31 15:30:00,122.2200,122.2900,122.2200,122.2650,6362
2020-07-31 15:29:00,122.2400,122.2700,122.1600,122.2100,15169
2020-07-31 15:28:00,122.2900,122.2900,122.2000,122.2350,4897
2020-07-31 15:27:00,122.2300,122.3100,122.2201,122.3100,8658
2020-07-31 15:26:00,122.2800,122.2800,122.1900,122.2300,6527
2020-07-31 15:25:00,122.2700,122.2900,122.2300,122.2800,5302
2020-07-31 15:24:00,122.1900,122.3000,122.1800,122.2800,11255
2020-07-31 15:23:00,122.1600,122.1900,122.1500,122.1700,7013
2020-07-31 15:22:00,122.1600,122.2000,122.1600,122.1900,7851
2020-07-31 15:21:00,122.1300,122.1800,122.1150,122.1800,13573
2020-07-31 15:20:00,122.0800,122.1400,122.0500,122.1150,14537
2020-07-31 15:19:00,121.9790,122.1100,121.9700,122.0900,13931
2020-07-31 15:18:00,121.9900,122.0000,121.9800,121.9850,4883
2020-07-31 15:17:00,122.0700,122.0700,121.9600,122.0000,13437
2020-07-31 15:16:00,122.1300,122.1750,122.0000,122.0400,16112
2020-07-31 15:15:00,122.1500,122.1600,122.1100,122.1290,3714
2020-07-31 15:14:00,122.1400,122.1900,122.1300,122.1300,8243
2020-07-31 15:13:00,122.1250,122.1300,122.0800,122.1300,4067
2020-07-31 15:12:00,122.1300,122.1700,122.1100,122.1450,6344
2020-07-31 15:11:00,122.1999,122.1999,122.1550,122.1600,3467
2020-07-31 15:10:00,122.1200,122.1450,122.0900,122.1450,4015
2020-07-31 15:09:00,122.1600,122.1600,122.0800,122.1147,4105
2020-07-31 15:08:00,122.1798,122.2150,122.1475,122.1475,6215
2020-07-31 15:07:00,122.1500,122.1795,122.1500,122.1700,3514
2020-07-31 15:06:00,122.1100,122.2200,122.1000,122.1700,18567
2020-07-31 15:05:00,122.1100,122.1700,122.0500,122.1300,11931
2020-07-31 15:04:00,122.0300,122.1000,121.9900,122.0900,18711
2020-07-31 15:03:00,122.0700,122.0700,122.0200,122.0200,12584
2020-07-31 15:02:00,122.0500,122.0900,122.0500,122.0800,10564
2020-07-31 15:01:00,122.0700,122.1100,122.0400,122.0500,4570
2020-07-31 15:00:00,122.0200,122.0900,122.0200,122.0720,7437
2020-07-31 14:59:00,122.0150,122.0500,122.0000,122.0000,4063
2020-07-31 14:58:00,121.9600,122.0200,121.9500,122.0000,12049
2020-07-31 14:57:00,121.9500,121.9600,121.9000,121.9600,5516
2020-07-31 14:56:00,121.9200,121.9400,121.9000,121.9300,4015
2020-07-31 14:55:00,121.9250,121.9450,121.8900,121.9100,5410
2020-07-31 14:54:00,121.9100,121.9400,121.9000,121.9400,5546
2020-07-31 14:53:00,121.9100,121.9350,121.9000,121.9100,8669
2020-07-31 14:52:00,121.9500,121.9500,121.9000,121.9172,6989
2020-07-31 14:51:00,121.8500,121.9600,121.8500,121.9480,7534
2020-07-31 14:50:00,121.9200,121.9250,121.8500,121.8600,3282
2020-07-31 14:49:00,121.8900,121.9500,121.8900,121.9349,6766
2020-07-31 14:48:00,121.9000,121.9300,121.8800,121.9000,4127
2020-07-31 14:47:00,121.9200,121.9400,121.9100,121.9100,5879
2020-07-31 14:46:00,121.8500,121.9000,121.8300,121.9000,5162
2020-07-31 14:45:00,121.8400,121.9000,121.7900,121.8500,12929
