timestamp,open,high,low,close,volume
2020-07-31 18:05:00,122.6300,122.6300,122.6300,122.6300,288
2020-07-31 17:25:00,123.0000,123.0000,123.0000,123.0000,101
2020-07-31 17:00:00,123.1498,123.1498,123.1498,123.1498,200
2020-07-31 16:55:00,122.9900,122.9900,122.9400,122.9400,15862
2020-07-31 16:50:00,122.9900,122.9900,122.9898,122.9898,400
2020-07-31 16:35:00,122.5101,122.5101,122.5101,122.5101,102
2020-07-31 16:05:00,122.9400,122.9400,122.9400,122.9400,74800
2020-07-31 16:00:00,122.5800,122.9900,122.5800,122.9300,236281
2020-07-31 15:55:00,122.5100,122.6200,122.3600,122.5900,123874
2020-07-31 15:50:00,122.1300,122.5400,122.1300,122.5100,112665
2020-07-31 15:45:00,122.0700,122.2200,122.0400,122.1300,89848
2020-07-31 15:40:00,122.2250,122.3500,122.0800,122.0800,60410
2020-07-31 15:35:00,122.3000,122.3400,122.2100,122.2200,64989
2020-07-31 15:30:00,122.2800,122.3100,122.1600,122.2650,41613
2020-07-31 15:25:00,122.1300,122.3000,122.1150,122.2800,44994
2020-07-31 15:20:00,122.1300,122.1750,121.9600,122.1150,62900
2020-07-31 15:15:00,122.1999,122.1999,122.0800,122.1290,25835
2020-07-31 15:10:00,122.1100,122.2200,122.0800,122.1450,36416
2020-07-31 15:05:00,122.0700,122.1700,121.9900,122.1300,58360
2020-07-31 15:00:00,121.9200,122.0900,121.9000,122.0720,33080
2020-07-31 14:55:00,121.8500,121.9600,121.8500,121.9100,34148
2020-07-31 14:50:00,121.8500,121.9500,121.8300,121.8600,25216
2020-07-31 14:45:00,121.7277,121.9000,121.6500,121.8500,34561
2020-07-31 14:40:00,121.5800,121.8200,121.5600,121.7300,33778
2020-07-31 14:35:00,121.5200,121.6200,121.5100,121.5700,29755
2020-07-31 14:30:00,121.4600,121.5300,121.4600,121.5150,16246
2020-07-31 14:25:00,121.3800,121.5300,121.3701,121.4600,24407
2020-07-31 14:20:00,121.4600,121.5300,121.3300,121.3800,34723
2020-07-31 14:15:00,121.5300,121.5600,121.4349,121.4654,29259
2020-07-31 14:10:00,121.6815,121.6850,121.5100,121.5389,27632
2020-07-31 14:05:00,121.6400,121.7900,121.6000,121.6600,24636
2020-07-31 14:00:00,121.7065,121.7500,121.5900,121.6100,22820
2020-07-31 13:55:00,121.6900,121.8200,121.6172,121.7350,40798
2020-07-31 13:50:00,121.5500,121.6832,121.5191,121.6832,22419
2020-07-31 13:45:00,121.5900,121.6400,121.5400,121.5500,29667
2020-07-31 13:40:00,121.5200,121.6100,121.5100,121.6000,22814
2020-07-31 13:35:00,121.6900,121.7200,121.5400,121.5470,25537
2020-07-31 13:30:00,121.6922,121.7700,121.6400,121.7100,24774
2020-07-31 13:25:00,121.4100,121.7164,121.4000,121.6650,33791
2020-07-31 13:20:00,121.4100,121.4300,121.3200,121.4150,32682
2020-07-31 13:15:00,121.3815,121.5000,121.3650,121.4100,38679
2020-07-31 13:10:00,121.3200,121.4550,121.3000,121.3700,29700
2020-07-31 13:05:00,121.2650,121.3650,121.1800,121.3200,26269
2020-07-31 13:00:00,121.1200,121.2900,121.0900,121.2600,33242
2020-07-31 12:55:00,121.1878,121.2950,121.1000,121.1150,51949
2020-07-31 12:50:00,121.2500,121.3400,121.1500,121.1800,33154
2020-07-31 12:45:00,121.2700,121.3900,121.1900,121.2350,37636
2020-07-31 12:40:00,121.4212,121.4212,121.2500,121.2600,24100
2020-07-31 12:35:00,121.5600,121.5800,121.4300,121.4500,29410
2020-07-31 12:30:00,121.4600,121.6320,121.4100,121.5700,30789
2020-07-31 12:25:00,121.3100,121.4900,121.2900,121.4700,43054
2020-07-31 12:20:00,121.4300,121.4600,121.2000,121.3600,44241
2020-07-31 12:15:00,121.3900,121.5983,121.3900,121.4599,27469
2020-07-31 12:10:00,121.3900,121.6500,121.3400,121.3800,51558
2020-07-31 12:05:00,121.3900,121.4988,121.3100,121.3802,31567
2020-07-31 12:00:00,121.6000,121.6800,121.3600,121.3900,46723
2020-07-31 11:55:00,121.5650,121.7800,121.5300,121.5900,63760
2020-07-31 11:50:00,121.5100,121.6600,121.4300,121.5600,72795
2020-07-31 11:45:00,121.8400,121.8700,121.5100,121.5190,82219
2020-07-31 11:40:00,121.8540,121.9100,121.7301,121.8481,32120
2020-07-31 11:35:00,122.1600,122.1700,121.8300,121.8700,26824
2020-07-31 11:30:00,121.9200,122.2100,121.9200,122.1400,35637
2020-07-31 11:25:00,122.0500,122.0700,121.8200,121.9150,61293
2020-07-31 11:20:00,121.8100,122.0645,121.7200,122.0645,45939
2020-07-31 11:15:00,121.7300,121.8550,121.6130,121.8150,31262
2020-07-31 11:10:00,121.8800,121.9750,121.7200,121.7400,39273
2020-07-31 11:05:00,121.9800,122.1050,121.8810,121.8900,49355
2020-07-31 11:00:00,121.8600,121.9900,121.7500,121.9600,39798
2020-07-31 10:55:00,121.9800,122.0752,121.8300,121.8400,60055
2020-07-31 10:50:00,121.9100,122.0000,121.7600,121.9900,35465
2020-07-31 10:45:00,121.8000,122.0450,121.7500,121.8950,90581
2020-07-31 10:40:00,121.7600,121.9000,121.6500,121.8000,34491
2020-07-31 10:35:00,121.4900,121.9000,121.4700,121.7700,88780
2020-07-31 10:30:00,121.4200,121.5500,121.2900,121.5000,97657
2020-07-31 10:25:00,121.3699,121.4410,121.2300,121.4400,69247
2020-07-31 10:20:00,121.9200,121.9500,121.3450,121.3475,78459
2020-07-31 10:15:00,121.8400,121.9300,121.6800,121.9300,51798
2020-07-31 10:10:00,121.7300,121.8896,121.7000,121.8355,72476
2020-07-31 10:05:00,121.8800,122.0300,121.6100,121.7551,67864
2020-07-31 10:00:00,121.8800,122.0000,121.7900,121.8700,46319
2020-07-31 09:55:00,121.8650,122.1700,121.6500,121.8800,144610
2020-07-31 09:50:00,121.8900,122.1400,121.8000,121.9300,44347
2020-07-31 09:45:00,122.3133,122.3600,121.8701,121.9400,106601
2020-07-31 09:40:00,122.3600,122.6500,122.2100,122.3250,81969
2020-07-31 09:35:00,122.7100,122.7500,122.1500,122.3600,252448
2020-07-31 09:30:00,122.7600,122.7600,122.6100,122.7000,1826
2020-07-31 09:25:00,122.7600,122.7600,122.7600,122.7600,100
2020-07-31 09:20:00,123.0400,123.0400,122.9400,122.9400,325
2020-07-31 09:05:00,122.7600,122.7600,122.7500,122.7500,1130
2020-07-31 09:00:00,122.9000,122.9000,122.7900,122.7900,2467
2020-07-31 08:40:00,122.9552,122.9552,122.9552,122.9552,203
2020-07-31 08:35:00,122.9500,122.9500,122.9100,122.9100,586
2020-07-31 08:30:00,122.9900,122.9900,122.9900,122.9900,116
2020-07-31 08:15:00,122.9000,122.9000,122.9000,122.9000,804
2020-07-31 08:10:00,122.9400,123.0000,122.9400,123.0000,941
2020-07-31 08:05:00,122.7500,123.0000,122.5000,122.5100,3102
2020-07-31 07:55:00,123.0000,123.3000,123.0000,123.3000,203
2020-07-31 07:40:00,122.8000,122.8000,122.8000,122.8000,950
2020-07-31 07:15:00,123.0000,123.0000,123.0000,123.0000,518
2020-07-31 05:30:00,122.7800,122.7800,122.7800,122.7800,100
2020-07-31 05:20:00,122.9000,122.9000,122.9000,122.9000,488
2020-07-31 04:35:00,123.2100,123.2100,123.2100,123.2100,1000
2020-07-30 20:00:00,123.8700,123.8700,123.8700,123.8700,1353
2020-07-30 19:55:00,123.2500,123.2500,123.2100,123.2100,1566
2020-07-30 19:45:00,123.5000,123.5000,123.5000,123.5000,1000
2020-07-30 19:40:00,123.3000,123.4000,123.3000,123.4000,2354
2020-07-30 19:30:00,123.4000,123.4000,123.4000,123.4000,202
2020-07-30 19:10:00,123.1000,123.1000,123.1000,123.1000,1000
2020-07-30 19:05:00,123.1600,123.1600,123.1600,123.1600,1093
2020-07-30 18:45:00,123.3000,123.3000,123.3000,123.3000,399
2020-07-30 18:35:00,123.2500,123.2500,123.1200,123.1500,582
2020-07-30 18:30:00,123.5000,123.5000,123.5000,123.5000,100
2020-07-30 18:25:00,123.5000,123.5000,123.5000,123.5000,274
2020-07-30 18:10:00,123.4200,123.5000,123.4200,123.5000,841
