"Tarih","Simdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"21.10.2004","28.321,24","28.364,99","28.521,21","28.227,73","-","-0,15%"
"20.10.2004","28.364,99","28.802,64","28.814,42","28.218,99","-","-1,52%"
"19.10.2004","28.802,64","28.484,57","28.966,64","28.484,57","-","1,12%"
"18.10.2004","28.484,57","28.706,70","28.903,63","28.354,61","-","-0,77%"
"15.10.2004","28.706,70","28.489,73","28.775,60","28.273,28","-","0,76%"
"14.10.2004","28.489,73","28.952,44","28.952,44","28.350,16","-","-1,60%"
"13.10.2004","28.952,44","28.492,55","29.190,09","28.434,88","-","1,61%"
"12.10.2004","28.492,55","29.156,82","29.229,28","28.244,83","-","-2,28%"
"11.10.2004","29.156,82","29.418,34","29.789,98","28.997,00","-","-0,89%"
"08.10.2004","29.418,34","28.766,57","29.418,34","28.622,85","-","2,27%"
"07.10.2004","28.766,57","28.583,95","28.962,52","28.479,86","-","0,64%"
"06.10.2004","28.583,95","27.665,30","28.583,95","27.630,43","-","3,32%"
"05.10.2004","27.665,30","28.123,83","28.215,99","27.401,97","-","-1,63%"
"04.10.2004","28.123,83","27.739,91","28.203,84","27.516,82","-","1,38%"
"01.10.2004","27.739,91","28.026,37","28.373,96","27.563,63","-","-1,02%"
"30.09.2004","28.026,37","28.389,96","28.525,65","27.783,61","-","-1,28%"
"29.09.2004","28.389,96","28.534,60","28.671,11","28.266,25","-","-0,51%"
"28.09.2004","28.534,60","28.268,70","28.609,20","27.858,76","-","0,94%"
"27.09.2004","28.268,70","28.545,54","28.641,65","28.105,50","-","-0,97%"
"24.09.2004","28.545,54","28.555,32","29.006,51","28.364,05","-","-0,03%"
"23.09.2004","28.555,32","27.371,95","28.595,32","27.162,57","-","4,32%"
"22.09.2004","27.371,95","27.139,53","27.471,03","27.049,90","-","0,86%"
"21.09.2004","27.139,53","26.031,44","27.139,53","25.786,09","-","4,26%"
"20.09.2004","26.031,44","26.607,24","26.607,24","25.564,22","-","-2,16%"
"17.09.2004","26.607,24","27.772,93","27.772,93","26.506,40","-","-4,20%"
"16.09.2004","27.772,93","27.670,78","27.883,56","27.271,25","-","0,37%"
"15.09.2004","27.670,78","27.818,65","28.176,49","27.532,20","-","-0,53%"
"14.09.2004","27.818,65","26.960,82","27.818,65","26.959,61","-","3,18%"
"13.09.2004","26.960,82","26.922,78","27.057,66","26.718,31","-","0,14%"
"10.09.2004","26.922,78","27.483,40","27.483,40","26.857,66","-","-2,04%"
"09.09.2004","27.483,40","27.597,96","27.703,06","27.227,05","-","-0,42%"
"08.09.2004","27.597,96","27.069,73","27.731,37","26.994,87","-","1,95%"
"07.09.2004","27.069,73","26.730,56","27.170,58","26.730,56","-","1,27%"
"06.09.2004","26.730,56","26.644,92","26.785,18","26.337,12","-","0,32%"
"03.09.2004","26.644,92","26.341,25","26.687,50","26.251,21","-","1,15%"
"02.09.2004","26.341,25","26.325,43","26.576,34","26.024,51","-","0,06%"
"01.09.2004","26.325,43","25.923,44","26.505,01","25.919,22","-","1,55%"
"31.08.2004","25.923,44","25.402,50","25.952,41","25.243,58","-","2,05%"
"27.08.2004","25.402,50","25.006,02","25.411,73","25.006,02","-","1,59%"
"26.08.2004","25.006,02","25.003,58","25.150,79","24.755,66","-","0,01%"
"25.08.2004","25.003,58","25.182,48","25.260,26","24.890,00","-","-0,71%"
"24.08.2004","25.182,48","24.827,61","25.218,66","24.779,29","-","1,43%"
"23.08.2004","24.827,61","24.706,81","24.880,29","24.518,04","-","0,49%"
"20.08.2004","24.706,81","24.573,89","24.706,81","24.367,70","-","0,54%"
"19.08.2004","24.573,89","24.702,03","24.936,82","24.479,37","-","-0,52%"
"18.08.2004","24.702,03","24.950,53","25.124,15","24.581,34","-","-1,00%"
"17.08.2004","24.950,53","24.043,00","24.950,53","24.043,00","-","3,77%"
"16.08.2004","24.043,00","24.010,00","24.098,23","23.771,57","-","0,14%"
"13.08.2004","24.010,00","23.934,41","24.041,98","23.678,22","-","0,32%"
"12.08.2004","23.934,41","24.146,68","24.203,08","23.823,02","-","-0,88%"
"11.08.2004","24.146,68","24.828,25","24.942,26","24.059,42","-","-2,75%"
"10.08.2004","24.828,25","24.635,13","24.853,45","24.334,94","-","0,78%"
"09.08.2004","24.635,13","24.562,63","25.152,52","24.521,90","-","0,30%"
"06.08.2004","24.562,63","24.789,59","24.789,59","24.255,26","-","-0,92%"
"05.08.2004","24.789,59","24.394,72","24.878,42","24.394,72","-","1,62%"
"04.08.2004","24.394,72","24.915,21","24.938,96","24.277,14","-","-2,09%"
"03.08.2004","24.915,21","25.323,38","25.392,47","24.748,20","-","-1,61%"
"02.08.2004","25.323,38","24.883,79","25.343,45","24.883,79","-","1,77%"
"30.07.2004","24.883,79","24.474,85","24.920,26","24.446,08","-","1,67%"
"29.07.2004","24.474,85","24.378,95","24.531,80","24.252,58","-","0,39%"
"28.07.2004","24.378,95","24.051,92","24.378,95","23.987,07","-","1,36%"
"27.07.2004","24.051,92","23.864,55","24.051,92","23.648,33","-","0,79%"
"26.07.2004","23.864,55","24.219,33","24.411,24","23.744,41","-","-1,46%"
"23.07.2004","24.219,33","23.805,43","24.227,26","23.787,69","-","1,74%"
"22.07.2004","23.805,43","23.960,29","23.960,29","23.619,19","-","-0,65%"
"21.07.2004","23.960,29","24.162,67","24.426,06","23.761,96","-","-0,84%"
"20.07.2004","24.162,67","24.263,75","24.473,26","23.966,51","-","-0,42%"
"19.07.2004","24.263,75","24.593,06","24.597,63","24.074,56","-","-1,34%"
"16.07.2004","24.593,06","24.332,45","24.593,36","24.215,86","-","1,07%"
"15.07.2004","24.332,45","23.908,35","24.358,73","23.765,88","-","1,77%"
"14.07.2004","23.908,35","23.696,04","23.908,35","23.589,23","-","0,90%"
"13.07.2004","23.696,04","23.559,07","23.975,75","23.408,85","-","0,58%"
"12.07.2004","23.559,07","23.484,11","23.695,41","23.440,34","-","0,32%"
"09.07.2004","23.484,11","23.121,28","23.503,89","22.996,30","-","1,57%"
"08.07.2004","23.121,28","23.469,42","23.600,73","23.110,87","-","-1,48%"
"07.07.2004","23.469,42","23.384,99","23.489,90","23.090,58","-","0,36%"
"06.07.2004","23.384,99","23.819,53","23.956,78","23.284,99","-","-1,82%"
"05.07.2004","23.819,53","23.634,62","24.035,26","23.394,76","-","0,78%"
"02.07.2004","23.634,62","23.464,72","23.730,28","23.267,09","-","0,72%"
"01.07.2004","23.464,72","23.011,65","23.522,22","22.964,09","-","1,97%"
"30.06.2004","23.011,65","22.681,47","23.013,14","22.590,64","-","1,46%"
"29.06.2004","22.681,47","22.628,53","22.793,95","22.307,13","-","0,23%"
"28.06.2004","22.628,53","22.125,94","22.634,38","22.046,28","-","2,27%"
"25.06.2004","22.125,94","21.490,86","22.201,71","21.490,86","-","2,96%"
"24.06.2004","21.490,86","21.396,41","21.841,79","21.254,81","-","0,44%"
"23.06.2004","21.396,41","21.334,92","21.437,92","21.155,59","-","0,29%"
"22.06.2004","21.334,92","21.381,22","21.716,09","21.223,42","-","-0,22%"
"21.06.2004","21.381,22","21.635,18","21.676,66","21.333,35","-","-1,17%"
"18.06.2004","21.635,18","21.534,02","21.778,22","21.492,96","-","0,47%"
"17.06.2004","21.534,02","21.764,21","21.855,29","21.432,20","-","-1,06%"
"16.06.2004","21.764,21","21.931,42","22.215,82","21.681,55","-","-0,76%"
"15.06.2004","21.931,42","21.669,20","21.931,42","21.526,78","-","1,21%"
"14.06.2004","21.669,20","22.400,22","22.400,22","21.554,82","-","-3,26%"
"11.06.2004","22.400,22","22.569,29","22.677,77","22.202,07","-","-0,75%"
"10.06.2004","22.569,29","22.302,33","22.627,09","22.292,84","-","1,20%"
"09.06.2004","22.302,33","22.260,21","22.525,81","22.118,89","-","0,19%"
"08.06.2004","22.260,21","22.880,07","22.902,37","22.255,66","-","-2,71%"
"07.06.2004","22.880,07","22.474,91","22.886,75","22.323,98","-","1,80%"
"04.06.2004","22.474,91","21.492,26","22.474,91","21.492,26","-","4,57%"
"03.06.2004","21.492,26","21.267,77","21.525,02","21.131,74","-","1,06%"
"02.06.2004","21.267,77","21.121,29","21.337,39","20.997,23","-","0,69%"
"01.06.2004","21.121,29","21.508,91","21.840,60","21.043,74","-","-1,80%"
"31.05.2004","21.508,91","21.810,77","21.810,77","21.386,91","-","-1,38%"
"28.05.2004","21.810,77","21.601,35","22.006,63","21.601,35","-","0,97%"
"27.05.2004","21.601,35","21.683,72","21.703,75","21.268,05","-","-0,38%"
"26.05.2004","21.683,72","21.100,06","21.735,56","21.100,06","-","2,77%"
"25.05.2004","21.100,06","21.622,96","21.622,96","21.037,72","-","-2,42%"
"24.05.2004","21.622,96","20.932,06","21.622,96","20.932,06","-","3,30%"
"21.05.2004","20.932,06","20.541,26","20.970,18","20.453,24","-","1,90%"
"20.05.2004","20.541,26","20.283,53","20.634,17","20.283,53","-","1,27%"
"18.05.2004","20.283,53","19.975,44","20.423,13","19.817,34","-","1,54%"
"17.05.2004","19.975,44","20.785,58","21.081,68","19.900,37","-","-3,90%"
"14.05.2004","20.785,58","20.967,58","21.392,70","20.592,86","-","-0,87%"
"13.05.2004","20.967,58","21.636,56","21.636,56","20.940,11","-","-3,09%"
"12.05.2004","21.636,56","21.568,89","21.979,36","21.547,00","-","0,31%"
"11.05.2004","21.568,89","21.129,89","21.740,84","20.811,84","-","2,08%"
"10.05.2004","21.129,89","21.364,61","21.364,61","20.950,24","-","-1,10%"
"07.05.2004","21.364,61","22.140,75","22.140,75","21.216,45","-","-3,51%"
"06.05.2004","22.140,75","23.037,10","23.134,14","22.021,15","-","-3,89%"
"05.05.2004","23.037,10","23.051,53","23.201,45","22.805,70","-","-0,06%"
"04.05.2004","23.051,53","22.257,38","23.063,25","22.145,74","-","3,57%"
"03.05.2004","22.257,38","22.584,09","23.062,00","22.056,14","-","-1,45%"
"30.04.2004","22.584,09","22.229,54","22.607,29","22.151,78","-","1,59%"
"29.04.2004","22.229,54","22.912,21","22.912,21","21.869,52","-","-2,98%"
"28.04.2004","22.912,21","22.879,04","23.055,95","22.581,17","-","0,14%"
"27.04.2004","22.879,04","23.400,30","23.400,30","22.337,52","-","-2,23%"
"26.04.2004","23.400,30","24.583,61","24.782,04","23.306,46","-","-4,81%"
"22.04.2004","24.583,61","24.341,77","24.707,11","24.153,99","-","0,99%"
"21.04.2004","24.341,77","24.748,96","24.748,96","24.260,59","-","-1,65%"
"20.04.2004","24.748,96","25.323,27","25.433,85","24.630,83","-","-2,27%"
"19.04.2004","25.323,27","24.370,87","25.361,49","24.370,87","-","3,91%"
"16.04.2004","24.370,87","23.640,04","24.370,87","23.640,04","-","3,09%"
